[1] ADD,umhaEY4lil,91628.00 
[2724] COMMIT_BUY,xFrzsBbeiS 
[2725] SELL,w69hSQMdyy,HCC,579.99 
[2726] SET_SELL_TRIGGER,BqhMWgFe1n,AMD,281.14 
[2727] COMMIT_BUY,w69hSQMdyy 
[2728] ADD,sYJRWa0Mih,90930.19 
[2729] BUY,sYJRWa0Mih,MVO,736.13 
[2730] QUOTE,LwNQpkd8mr,TD 
[2731] ADD,CqOb5G0hB4,76612.54 
[2732] BUY,ojovZ9YLZM,FPH,146.83 
[2733] COMMIT_BUY,sYJRWa0Mih 
[2734] COMMIT_SELL,umhaEY4lil 
[2735] DISPLAY_SUMMARY,LwNQpkd8mr 
[2736] DISPLAY_SUMMARY,sYJRWa0Mih 
[2737] COMMIT_BUY,ojovZ9YLZM 
[2738] SELL,LwNQpkd8mr,DIS,67.84 
[2739] ADD,w69hSQMdyy,78480.76 
[2740] SET_SELL_TRIGGER,sYJRWa0Mih,BNS,46.72 
[2741] SET_BUY_TRIGGER,w69hSQMdyy,AMR,141.40 
[2742] ADD,w69hSQMdyy,59595.66 
[2743] SELL,xFrzsBbeiS,RRC,631.25 
[2744] COMMIT_BUY,kul4JJSoHc 
[2745] COMMIT_SELL,ojovZ9YLZM 
[2746] BUY,w69hSQMdyy,ENB,704.81 
[2747] COMMIT_BUY,w69hSQMdyy 
[2748] COMMIT_SELL,LwNQpkd8mr 
[2749] SET_BUY_TRIGGER,ojovZ9YLZM,OXY,170.22 
[2750] SET_BUY_AMOUNT,sYJRWa0Mih,ZIM,11.89 
[2751] BUY,xFrzsBbeiS,BNS,37.64 
[2752] SET_BUY_TRIGGER,sYJRWa0Mih,TD,9.57 
[2753] SELL,sYJRWa0Mih,OXY,368.80 
[2754] COMMIT_SELL,jzi5Fg2GGS 
[2755] QUOTE,CqOb5G0hB4,CNQ 
[2756] DISPLAY_SUMMARY,kul4JJSoHc 
[2757] SET_SELL_AMOUNT,BqhMWgFe1n,DIS,695.90 
[2758] DISPLAY_SUMMARY,jzi5Fg2GGS 
[2759] ADD,jzi5Fg2GGS,82508.04 
[2760] SET_SELL_TRIGGER,BqhMWgFe1n,DIS,94.56 
[2761] SELL,umhaEY4lil,DVN,445.73 
[2762] CANCEL_SET_SELL,sYJRWa0Mih,ALK 
[2763] SET_BUY_TRIGGER,ojovZ9YLZM,AMD,49.95 
[2764] COMMIT_SELL,LwNQpkd8mr 
[2765] BUY,sYJRWa0Mih,VET,330.30 
[2766] CANCEL_SET_SELL,kul4JJSoHc,VET 
[2767] QUOTE,w69hSQMdyy,AAL 
[2768] COMMIT_SELL,umhaEY4lil 
[2769] QUOTE,w69hSQMdyy,NRT 
[2770] COMMIT_BUY,xFrzsBbeiS 
[2771] SET_SELL_TRIGGER,xFrzsBbeiS,CLF,180.19 
[2772] CANCEL_SET_SELL,w69hSQMdyy,FPH 
[2773] SELL,xFrzsBbeiS,NRT,437.40 
[2774] BUY,umhaEY4lil,PDS,188.34 
[2775] BUY,jzi5Fg2GGS,DDS,393.99 
[2776] ADD,kul4JJSoHc,36439.32 
[2777] CANCEL_SET_SELL,ojovZ9YLZM,TD 
[2778] COMMIT_BUY,w69hSQMdyy 
[2779] BUY,CqOb5G0hB4,UAN,76.71 
[2780] BUY,kul4JJSoHc,AMR,246.50 
[2781] CANCEL_BUY,umhaEY4lil 
[2782] QUOTE,umhaEY4lil,BTU 
[2783] ADD,w69hSQMdyy,86464.66 
[2784] COMMIT_BUY,jzi5Fg2GGS 
[2785] COMMIT_BUY,CqOb5G0hB4 
[2786] CANCEL_BUY,ojovZ9YLZM 
[2787] COMMIT_BUY,kul4JJSoHc 
[2788] SET_SELL_AMOUNT,kul4JJSoHc,DIS,426.05 
[2789] SET_SELL_TRIGGER,sYJRWa0Mih,AC,199.17 
[2790] BUY,w69hSQMdyy,CNR,744.78 
[2791] SET_SELL_TRIGGER,kul4JJSoHc,DIS,11.74 
[2792] SET_BUY_AMOUNT,BqhMWgFe1n,NIO,515.70 
[2793] BUY,sYJRWa0Mih,BNS,319.83 
[2794] SET_SELL_AMOUNT,LwNQpkd8mr,DVN,474.56 
[2795] COMMIT_SELL,xFrzsBbeiS 
[2796] SET_BUY_AMOUNT,xFrzsBbeiS,AMR,665.44 
[2797] DISPLAY_SUMMARY,BqhMWgFe1n 
[2798] SELL,ojovZ9YLZM,NRT,128.14 
[2799] SELL,jzi5Fg2GGS,CLF,371.63 
[2800] SET_SELL_TRIGGER,ojovZ9YLZM,INO,11.14 
[2801] DISPLAY_SUMMARY,umhaEY4lil 
[2802] DISPLAY_SUMMARY,kul4JJSoHc 
[2803] COMMIT_BUY,sYJRWa0Mih 
[2804] CANCEL_SET_SELL,LwNQpkd8mr,DVN 
[2805] CANCEL_SET_BUY,LwNQpkd8mr,OXY 
[2806] SELL,LwNQpkd8mr,CLF,503.66 
[2807] COMMIT_SELL,jzi5Fg2GGS 
[2808] COMMIT_SELL,LwNQpkd8mr 
[2809] CANCEL_BUY,BqhMWgFe1n 
[2810] QUOTE,CqOb5G0hB4,DDS 
[2811] COMMIT_SELL,kul4JJSoHc 
[2812] SET_BUY_AMOUNT,umhaEY4lil,AC,594.51 
[2813] CANCEL_SET_BUY,xFrzsBbeiS,UAN 
[2814] BUY,CqOb5G0hB4,IPI,225.35 
[2815] CANCEL_SELL,ojovZ9YLZM 
[2816] COMMIT_SELL,BqhMWgFe1n 
[2817] COMMIT_BUY,sYJRWa0Mih 
[2818] CANCEL_SET_BUY,xFrzsBbeiS,BTU 
[2819] CANCEL_SET_SELL,sYJRWa0Mih,AMD 
[2820] DISPLAY_SUMMARY,xFrzsBbeiS 
[2821] COMMIT_BUY,BqhMWgFe1n 
[2822] QUOTE,sYJRWa0Mih,UAN 
[2823] BUY,xFrzsBbeiS,ALK,164.20 
[2824] COMMIT_BUY,xFrzsBbeiS 
[2825] SET_BUY_TRIGGER,umhaEY4lil,AC,465.45 
[2826] QUOTE,w69hSQMdyy,RRC 
[2827] CANCEL_BUY,LwNQpkd8mr 
[2828] DISPLAY_SUMMARY,CqOb5G0hB4 
[2829] DISPLAY_SUMMARY,ojovZ9YLZM 
[2830] COMMIT_BUY,kul4JJSoHc 
[2831] CANCEL_SELL,CqOb5G0hB4 
[2832] SELL,CqOb5G0hB4,DIS,351.57 
[2833] ADD,sYJRWa0Mih,69975.75 
[2834] COMMIT_SELL,CqOb5G0hB4 
[2835] SELL,umhaEY4lil,SLI,217.89 
[2836] CANCEL_BUY,CqOb5G0hB4 
[2837] CANCEL_BUY,jzi5Fg2GGS 
[2838] COMMIT_SELL,BqhMWgFe1n 
[2839] SELL,BqhMWgFe1n,AAL,325.02 
[2840] SET_BUY_AMOUNT,xFrzsBbeiS,DVN,380.90 
[2841] SELL,CqOb5G0hB4,AAL,538.26 
[2842] QUOTE,ojovZ9YLZM,BTO 
[2843] CANCEL_BUY,ojovZ9YLZM 
[2844] CANCEL_SET_SELL,ojovZ9YLZM,BRD 
[2845] CANCEL_BUY,w69hSQMdyy 
[2846] SELL,ojovZ9YLZM,DVN,417.48 
[2847] BUY,sYJRWa0Mih,FPH,420.18 
[2848] CANCEL_SELL,kul4JJSoHc 
[2849] BUY,xFrzsBbeiS,FPH,61.12 
[2850] SET_BUY_AMOUNT,CqOb5G0hB4,ZIM,445.24 
[2851] CANCEL_SELL,jzi5Fg2GGS 
[2852] SET_SELL_TRIGGER,sYJRWa0Mih,AMR,99.56 
[2853] COMMIT_SELL,BqhMWgFe1n 
[2854] COMMIT_BUY,umhaEY4lil 
[2855] CANCEL_BUY,jzi5Fg2GGS 
[2856] CANCEL_SET_SELL,xFrzsBbeiS,BNS 
[2857] SET_SELL_TRIGGER,BqhMWgFe1n,XOM,45.15 
[2858] SET_SELL_TRIGGER,LwNQpkd8mr,HBB,151.58 
[2859] SET_SELL_TRIGGER,jzi5Fg2GGS,CVE,148.82 
[2860] CANCEL_SELL,kul4JJSoHc 
[2861] SELL,w69hSQMdyy,HCC,674.86 
[2862] CANCEL_SELL,BqhMWgFe1n 
[2863] CANCEL_SET_BUY,w69hSQMdyy,TRP 
[2864] SELL,sYJRWa0Mih,DVN,648.48 
[2865] SET_BUY_AMOUNT,ojovZ9YLZM,DDS,566.80 
[2866] COMMIT_SELL,xFrzsBbeiS 
[2867] SET_SELL_AMOUNT,jzi5Fg2GGS,DDS,665.50 
[2868] ADD,w69hSQMdyy,45781.40 
[2869] SET_BUY_TRIGGER,CqOb5G0hB4,ZIM,185.48 
[2870] SET_BUY_AMOUNT,LwNQpkd8mr,DIS,120.63 
[2871] QUOTE,w69hSQMdyy,QQQ 
[2872] SET_BUY_TRIGGER,LwNQpkd8mr,CNQ,78.90 
[2873] CANCEL_SET_SELL,CqOb5G0hB4,ENB 
[2874] CANCEL_BUY,umhaEY4lil 
[2875] SET_BUY_AMOUNT,w69hSQMdyy,AR,324.48 
[2876] QUOTE,LwNQpkd8mr,BTU 
[2877] COMMIT_SELL,sYJRWa0Mih 
[2878] SET_BUY_TRIGGER,w69hSQMdyy,RY,42.49 
[2879] ADD,kul4JJSoHc,51569.10 
[2880] CANCEL_SELL,sYJRWa0Mih 
[2881] ADD,umhaEY4lil,73111.07 
[2882] BUY,umhaEY4lil,NIO,417.20 
[2883] QUOTE,LwNQpkd8mr,AMD 
[2884] CANCEL_SELL,w69hSQMdyy 
[2885] SELL,xFrzsBbeiS,AMR,518.65 
[2886] COMMIT_SELL,xFrzsBbeiS 
[2887] QUOTE,LwNQpkd8mr,VET 
[2888] SET_BUY_TRIGGER,ojovZ9YLZM,AAL,198.08 
[2889] SET_BUY_TRIGGER,sYJRWa0Mih,XOM,184.65 
[2890] ADD,BqhMWgFe1n,73314.13 
[2891] QUOTE,sYJRWa0Mih,QQQ 
[2892] SET_SELL_AMOUNT,ojovZ9YLZM,DDS,415.56 
[2893] SET_BUY_TRIGGER,w69hSQMdyy,LAC,102.02 
[2894] SET_SELL_TRIGGER,ojovZ9YLZM,DDS,218.68 
[2895] BUY,LwNQpkd8mr,SLI,582.98 
[2896] CANCEL_SET_BUY,LwNQpkd8mr,CPG 
[2897] CANCEL_SET_SELL,ojovZ9YLZM,CPG 
[2898] SET_BUY_TRIGGER,w69hSQMdyy,RRC,188.86 
[2899] CANCEL_SET_BUY,umhaEY4lil,CVE 
[2900] SET_SELL_TRIGGER,LwNQpkd8mr,TRP,192.56 
[2901] QUOTE,sYJRWa0Mih,QQQ 
[2902] QUOTE,BqhMWgFe1n,HCC 
[2903] SET_SELL_TRIGGER,jzi5Fg2GGS,DDS,581.88 
[2904] COMMIT_BUY,BqhMWgFe1n 
[2905] DISPLAY_SUMMARY,xFrzsBbeiS 
[2906] QUOTE,LwNQpkd8mr,BTO 
[2907] ADD,BqhMWgFe1n,54908.90 
[2908] COMMIT_BUY,CqOb5G0hB4 
[2909] SET_BUY_AMOUNT,xFrzsBbeiS,AC,354.82 
[2910] QUOTE,w69hSQMdyy,CVE 
[2911] QUOTE,BqhMWgFe1n,DIS 
[2912] ADD,sYJRWa0Mih,63203.99 
[2913] SET_BUY_TRIGGER,xFrzsBbeiS,SU,149.55 
[2914] DISPLAY_SUMMARY,jzi5Fg2GGS 
[2915] BUY,sYJRWa0Mih,CPG,18.93 
[2916] COMMIT_BUY,LwNQpkd8mr 
[2917] BUY,w69hSQMdyy,HCC,715.70 
[2918] CANCEL_SET_SELL,LwNQpkd8mr,CLF 
[2919] BUY,BqhMWgFe1n,LAC,166.06 
[2920] COMMIT_BUY,w69hSQMdyy 
[2921] CANCEL_BUY,BqhMWgFe1n 
[2922] COMMIT_SELL,sYJRWa0Mih 
[2923] BUY,umhaEY4lil,BRD,152.23 
[2924] CANCEL_SET_SELL,sYJRWa0Mih,ENB 
[2925] COMMIT_BUY,umhaEY4lil 
[2926] BUY,jzi5Fg2GGS,CVE,635.19 
[2927] CANCEL_SET_SELL,BqhMWgFe1n,AC 
[2928] SET_BUY_TRIGGER,CqOb5G0hB4,HPK,191.87 
[2929] COMMIT_BUY,jzi5Fg2GGS 
[2930] ADD,jzi5Fg2GGS,90991.80 
[2931] COMMIT_BUY,BqhMWgFe1n 
[2932] CANCEL_SELL,umhaEY4lil 
[2933] DISPLAY_SUMMARY,BqhMWgFe1n 
[2934] CANCEL_SET_SELL,kul4JJSoHc,DVN 
[2935] COMMIT_SELL,umhaEY4lil 
[2936] ADD,CqOb5G0hB4,63070.54 
[2937] CANCEL_BUY,LwNQpkd8mr 
[2938] QUOTE,w69hSQMdyy,UAN 
[2939] QUOTE,CqOb5G0hB4,AAL 
[2940] SELL,umhaEY4lil,AC,304.00 
[2941] CANCEL_SET_BUY,sYJRWa0Mih,DDS 
[2942] COMMIT_SELL,xFrzsBbeiS 
[2943] BUY,w69hSQMdyy,BMO,483.26 
[2944] SELL,xFrzsBbeiS,CLF,162.48 
[2945] QUOTE,BqhMWgFe1n,AMD 
[2946] CANCEL_SET_SELL,BqhMWgFe1n,PFE 
[2947] COMMIT_SELL,xFrzsBbeiS 
[2948] CANCEL_SELL,umhaEY4lil 
[2949] CANCEL_SET_BUY,w69hSQMdyy,DIS 
[2950] COMMIT_SELL,LwNQpkd8mr 
[2951] DISPLAY_SUMMARY,w69hSQMdyy 
[2952] QUOTE,jzi5Fg2GGS,CNR 
[2953] SET_BUY_TRIGGER,xFrzsBbeiS,ALK,127.14 
[2954] SELL,xFrzsBbeiS,SLI,566.59 
[2955] COMMIT_BUY,kul4JJSoHc 
[2956] COMMIT_BUY,BqhMWgFe1n 
[2957] BUY,ojovZ9YLZM,HCC,739.76 
[2958] COMMIT_SELL,xFrzsBbeiS 
[2959] DISPLAY_SUMMARY,kul4JJSoHc 
[2960] CANCEL_SELL,CqOb5G0hB4 
[2961] CANCEL_SET_BUY,sYJRWa0Mih,VET 
[2962] ADD,sYJRWa0Mih,70490.74 
[2963] COMMIT_BUY,LwNQpkd8mr 
[2964] CANCEL_BUY,kul4JJSoHc 
[2965] CANCEL_BUY,LwNQpkd8mr 
[2966] COMMIT_BUY,kul4JJSoHc 
[2967] CANCEL_SET_SELL,ojovZ9YLZM,BTU 
[2968] ADD,CqOb5G0hB4,81981.75 
[2969] BUY,w69hSQMdyy,AME,235.07 
[2970] BUY,jzi5Fg2GGS,AC,605.46 
[2971] SELL,umhaEY4lil,CLF,241.54 
[2972] COMMIT_BUY,jzi5Fg2GGS 
[2973] BUY,BqhMWgFe1n,DDS,478.26 
[2974] CANCEL_SET_SELL,xFrzsBbeiS,CNR 
[2975] QUOTE,CqOb5G0hB4,LAC 
[2976] SELL,xFrzsBbeiS,ZIM,11.88 
[2977] CANCEL_SET_SELL,w69hSQMdyy,XOM 
[2978] ADD,jzi5Fg2GGS,83452.24 
[2979] CANCEL_SET_BUY,CqOb5G0hB4,ZIM 
[2980] ADD,ojovZ9YLZM,72068.38 
[2981] SELL,sYJRWa0Mih,SLI,519.39 
[2982] SET_SELL_AMOUNT,LwNQpkd8mr,HCC,591.60 
[2983] CANCEL_SELL,w69hSQMdyy 
[2984] BUY,umhaEY4lil,VET,125.99 
[2985] COMMIT_SELL,w69hSQMdyy 
[2986] CANCEL_SELL,xFrzsBbeiS 
[2987] SET_SELL_TRIGGER,LwNQpkd8mr,HCC,574.01 
[2988] COMMIT_BUY,BqhMWgFe1n 
[2989] DISPLAY_SUMMARY,BqhMWgFe1n 
[2990] DISPLAY_SUMMARY,umhaEY4lil 
[2991] COMMIT_SELL,sYJRWa0Mih 
[2992] CANCEL_SELL,LwNQpkd8mr 
[2993] QUOTE,ojovZ9YLZM,UAN 
[2994] BUY,ojovZ9YLZM,HPK,127.14 
[2995] SELL,ojovZ9YLZM,DDS,694.65 
[2996] QUOTE,jzi5Fg2GGS,RRC 
[2997] CANCEL_SET_SELL,CqOb5G0hB4,CLF 
[2998] SET_SELL_TRIGGER,CqOb5G0hB4,AR,8.50 
[2999] QUOTE,LwNQpkd8mr,AME 
[3000] QUOTE,sYJRWa0Mih,BRD 
[3001] BUY,jzi5Fg2GGS,HCC,471.42 
[3002] CANCEL_SELL,LwNQpkd8mr 
[3003] CANCEL_SET_SELL,CqOb5G0hB4,AAL 
[3004] QUOTE,LwNQpkd8mr,TD 
[3005] COMMIT_BUY,ojovZ9YLZM 
[3006] COMMIT_BUY,CqOb5G0hB4 
[3007] DISPLAY_SUMMARY,xFrzsBbeiS 
[3008] ADD,w69hSQMdyy,45712.80 
[3009] CANCEL_SET_BUY,xFrzsBbeiS,QQQ 
[3010] CANCEL_BUY,jzi5Fg2GGS 
[3011] SET_SELL_AMOUNT,sYJRWa0Mih,OXY,627.40 
[3012] DISPLAY_SUMMARY,CqOb5G0hB4 
[3013] SET_SELL_TRIGGER,sYJRWa0Mih,OXY,236.16 
[3014] SELL,LwNQpkd8mr,AAT,546.47 
[3015] SET_BUY_TRIGGER,kul4JJSoHc,CVE,198.67 
[3016] COMMIT_SELL,ojovZ9YLZM 
[3017] QUOTE,xFrzsBbeiS,TD 
[3018] SET_SELL_AMOUNT,xFrzsBbeiS,CLF,331.77 
[3019] ADD,jzi5Fg2GGS,45300.91 
[3020] SELL,xFrzsBbeiS,AC,403.18 
[3021] SELL,ojovZ9YLZM,PDS,385.61 
[3022] DISPLAY_SUMMARY,LwNQpkd8mr 
[3023] BUY,jzi5Fg2GGS,AMD,186.00 
[3024] COMMIT_SELL,BqhMWgFe1n 
[3025] QUOTE,BqhMWgFe1n,NIO 
[3026] SELL,CqOb5G0hB4,SLI,243.58 
[3027] SET_SELL_TRIGGER,xFrzsBbeiS,CLF,171.41 
[3028] DISPLAY_SUMMARY,w69hSQMdyy 
[3029] COMMIT_BUY,sYJRWa0Mih 
[3030] CANCEL_SELL,w69hSQMdyy 
[3031] CANCEL_SELL,CqOb5G0hB4 
[3032] BUY,ojovZ9YLZM,CPG,498.24 
[3033] SELL,w69hSQMdyy,CNR,20.02 
[3034] SET_BUY_AMOUNT,CqOb5G0hB4,CNR,439.80 
[3035] COMMIT_BUY,jzi5Fg2GGS 
[3036] SELL,w69hSQMdyy,PDS,604.33 
[3037] SET_BUY_TRIGGER,CqOb5G0hB4,LXU,360.20 
[3038] COMMIT_BUY,ojovZ9YLZM 
[3039] COMMIT_SELL,w69hSQMdyy 
[3040] SELL,umhaEY4lil,SLI,675.74 
[3041] CANCEL_SET_BUY,kul4JJSoHc,IPI 
[3042] SET_BUY_AMOUNT,kul4JJSoHc,OXY,390.82 
[3043] COMMIT_SELL,ojovZ9YLZM 
[3044] BUY,w69hSQMdyy,AAL,634.28 
[3045] COMMIT_BUY,CqOb5G0hB4 
[3046] QUOTE,CqOb5G0hB4,PFE 
[3047] SET_BUY_TRIGGER,kul4JJSoHc,INO,61.65 
[3048] ADD,LwNQpkd8mr,76430.60 
[3049] CANCEL_SELL,kul4JJSoHc 
[3050] QUOTE,LwNQpkd8mr,NRT 
[3051] QUOTE,xFrzsBbeiS,ENB 
[3052] COMMIT_BUY,ojovZ9YLZM 
[3053] SELL,jzi5Fg2GGS,AC,109.64 
[3054] COMMIT_SELL,kul4JJSoHc 
[3055] ADD,ojovZ9YLZM,58941.54 
[3056] COMMIT_SELL,w69hSQMdyy 
[3057] DISPLAY_SUMMARY,ojovZ9YLZM 
[3058] SET_BUY_AMOUNT,umhaEY4lil,NIO,275.60 
[3059] QUOTE,ojovZ9YLZM,BTO 
[3060] DISPLAY_SUMMARY,w69hSQMdyy 
[3061] BUY,xFrzsBbeiS,MVO,178.01 
[3062] SET_SELL_AMOUNT,BqhMWgFe1n,CPG,45.64 
[3063] SET_BUY_TRIGGER,umhaEY4lil,DVN,9.68 
[3064] DISPLAY_SUMMARY,BqhMWgFe1n 
[3065] SELL,umhaEY4lil,AC,739.30 
[3066] SELL,BqhMWgFe1n,CNR,311.90 
[3067] COMMIT_BUY,xFrzsBbeiS 
[3068] COMMIT_SELL,BqhMWgFe1n 
[3069] COMMIT_SELL,umhaEY4lil 
[3070] CANCEL_SET_BUY,sYJRWa0Mih,RRC 
[3071] SET_SELL_TRIGGER,w69hSQMdyy,RY,17.26 
[3072] COMMIT_BUY,ojovZ9YLZM 
[3073] DISPLAY_SUMMARY,ojovZ9YLZM 
[3074] ADD,sYJRWa0Mih,78473.89 
[3075] QUOTE,ojovZ9YLZM,AMR 
[3076] SELL,umhaEY4lil,AMR,363.56 
[3077] BUY,ojovZ9YLZM,RY,141.54 
[3078] SET_BUY_TRIGGER,CqOb5G0hB4,IPI,32.63 
[3079] DISPLAY_SUMMARY,CqOb5G0hB4 
[3080] BUY,LwNQpkd8mr,BMO,453.57 
[3081] COMMIT_SELL,BqhMWgFe1n 
[3082] BUY,ojovZ9YLZM,IPI,473.24 
[3083] CANCEL_BUY,ojovZ9YLZM 
[3084] BUY,LwNQpkd8mr,TRP,663.11 
[3085] COMMIT_SELL,umhaEY4lil 
[3086] CANCEL_SELL,w69hSQMdyy 
[3087] BUY,xFrzsBbeiS,DVN,570.75 
[3088] SET_SELL_AMOUNT,BqhMWgFe1n,NIO,718.77 
[3089] SET_SELL_TRIGGER,BqhMWgFe1n,NIO,481.52 
[3090] BUY,sYJRWa0Mih,CVE,287.46 
[3091] CANCEL_SET_BUY,umhaEY4lil,DDS 
[3092] SET_SELL_TRIGGER,w69hSQMdyy,HPK,152.79 
[3093] BUY,kul4JJSoHc,PDS,118.83 
[3094] COMMIT_SELL,ojovZ9YLZM 
[3095] COMMIT_BUY,LwNQpkd8mr 
[3096] DISPLAY_SUMMARY,BqhMWgFe1n 
[3097] COMMIT_SELL,BqhMWgFe1n 
[3098] COMMIT_BUY,xFrzsBbeiS 
[3099] COMMIT_BUY,umhaEY4lil 
[3100] CANCEL_SET_BUY,BqhMWgFe1n,CVE 
[3101] COMMIT_SELL,xFrzsBbeiS 
[3102] SELL,w69hSQMdyy,INO,145.31 
[3103] CANCEL_SET_SELL,LwNQpkd8mr,AME 
[3104] ADD,ojovZ9YLZM,49237.50 
[3105] QUOTE,w69hSQMdyy,ENB 
[3106] SET_SELL_AMOUNT,BqhMWgFe1n,NIO,313.35 
[3107] SELL,umhaEY4lil,DDS,538.22 
[3108] SET_SELL_TRIGGER,BqhMWgFe1n,NIO,131.00 
[3109] SELL,CqOb5G0hB4,AC,644.44 
[3110] SET_SELL_TRIGGER,sYJRWa0Mih,TD,98.75 
[3111] DISPLAY_SUMMARY,xFrzsBbeiS 
[3112] BUY,sYJRWa0Mih,NRT,319.20 
[3113] QUOTE,ojovZ9YLZM,ALK 
[3114] QUOTE,ojovZ9YLZM,CNR 
[3115] BUY,xFrzsBbeiS,SLI,324.40 
[3116] COMMIT_BUY,xFrzsBbeiS 
[3117] COMMIT_BUY,w69hSQMdyy 
[3118] SELL,LwNQpkd8mr,DDS,34.20 
[3119] CANCEL_BUY,sYJRWa0Mih 
[3120] COMMIT_SELL,umhaEY4lil 
[3121] DISPLAY_SUMMARY,sYJRWa0Mih 
[3122] SET_SELL_AMOUNT,CqOb5G0hB4,AMD,51.10 
[3123] COMMIT_SELL,LwNQpkd8mr 
[3124] COMMIT_SELL,jzi5Fg2GGS 
[3125] ADD,xFrzsBbeiS,76904.02 
[3126] COMMIT_BUY,kul4JJSoHc 
[3127] SET_SELL_TRIGGER,CqOb5G0hB4,AMD,37.60 
[3128] QUOTE,w69hSQMdyy,BMO 
[3129] ADD,ojovZ9YLZM,79440.75 
[3130] ADD,BqhMWgFe1n,75697.71 
[3131] COMMIT_SELL,kul4JJSoHc 
[3132] CANCEL_SET_SELL,LwNQpkd8mr,LAC 
[3133] CANCEL_SELL,kul4JJSoHc 
[3134] CANCEL_SET_SELL,ojovZ9YLZM,BMO 
[3135] SET_BUY_AMOUNT,w69hSQMdyy,NIO,659.22 
[3136] QUOTE,xFrzsBbeiS,TD 
[3137] BUY,ojovZ9YLZM,AR,223.38 
[3138] SET_SELL_AMOUNT,CqOb5G0hB4,DIS,180.32 
[3139] COMMIT_SELL,umhaEY4lil 
[3140] SET_SELL_TRIGGER,CqOb5G0hB4,DIS,8.83 
[3141] CANCEL_BUY,ojovZ9YLZM 
[3142] BUY,BqhMWgFe1n,RY,523.98 
[3143] SELL,kul4JJSoHc,NIO,702.65 
[3144] CANCEL_SET_BUY,umhaEY4lil,HPK 
[3145] CANCEL_SET_BUY,ojovZ9YLZM,BRD 
[3146] CANCEL_SELL,umhaEY4lil 
[3147] ADD,sYJRWa0Mih,54800.05 
[3148] QUOTE,sYJRWa0Mih,AMR 
[3149] COMMIT_SELL,LwNQpkd8mr 
[3150] BUY,LwNQpkd8mr,AME,685.23 
[3151] DISPLAY_SUMMARY,jzi5Fg2GGS 
[3152] CANCEL_SELL,umhaEY4lil 
[3153] QUOTE,BqhMWgFe1n,BTU 
[3154] BUY,BqhMWgFe1n,CVE,270.42 
[3155] QUOTE,kul4JJSoHc,AAT 
[3156] ADD,kul4JJSoHc,64791.36 
[3157] SELL,jzi5Fg2GGS,HCC,569.58 
[3158] CANCEL_SET_BUY,umhaEY4lil,CNQ 
[3159] SET_BUY_TRIGGER,w69hSQMdyy,GME,166.79 
[3160] DISPLAY_SUMMARY,w69hSQMdyy 
[3161] COMMIT_BUY,w69hSQMdyy 
[3162] SET_SELL_AMOUNT,BqhMWgFe1n,ZIM,466.46 
[3163] SET_BUY_TRIGGER,ojovZ9YLZM,AAL,159.47 
[3164] CANCEL_SET_SELL,ojovZ9YLZM,TD 
[3165] SET_SELL_TRIGGER,BqhMWgFe1n,ZIM,23.10 
[3166] QUOTE,sYJRWa0Mih,NRT 
[3167] SELL,ojovZ9YLZM,DVN,197.45 
[3168] BUY,umhaEY4lil,RRC,395.34 
[3169] COMMIT_BUY,LwNQpkd8mr 
[3170] QUOTE,kul4JJSoHc,NIO 
[3171] COMMIT_SELL,jzi5Fg2GGS 
[3172] SET_SELL_AMOUNT,w69hSQMdyy,NIO,38.38 
[3173] BUY,BqhMWgFe1n,CLF,102.06 
[3174] COMMIT_BUY,LwNQpkd8mr 
[3175] CANCEL_SELL,sYJRWa0Mih 
[3176] SET_BUY_TRIGGER,jzi5Fg2GGS,AAL,162.88 
[3177] CANCEL_SELL,umhaEY4lil 
[3178] CANCEL_BUY,sYJRWa0Mih 
[3179] SET_SELL_TRIGGER,w69hSQMdyy,NIO,31.06 
[3180] QUOTE,kul4JJSoHc,ZIM 
[3181] CANCEL_SET_BUY,kul4JJSoHc,DDS 
[3182] COMMIT_BUY,BqhMWgFe1n 
[3183] CANCEL_SET_SELL,w69hSQMdyy,CNR 
[3184] ADD,sYJRWa0Mih,76628.68 
[3185] BUY,sYJRWa0Mih,DVN,137.43 
[3186] SET_BUY_TRIGGER,umhaEY4lil,HPK,156.50 
[3187] BUY,xFrzsBbeiS,LXU,396.44 
[3188] CANCEL_BUY,ojovZ9YLZM 
[3189] ADD,CqOb5G0hB4,46146.40 
[3190] SELL,jzi5Fg2GGS,CNR,676.75 
[3191] CANCEL_SELL,sYJRWa0Mih 
[3192] SET_SELL_AMOUNT,jzi5Fg2GGS,DVN,360.56 
[3193] ADD,ojovZ9YLZM,59478.75 
[3194] DISPLAY_SUMMARY,sYJRWa0Mih 
[3195] CANCEL_SET_SELL,umhaEY4lil,LAC 
[3196] DISPLAY_SUMMARY,BqhMWgFe1n 
[3197] QUOTE,CqOb5G0hB4,IPI 
[3198] QUOTE,w69hSQMdyy,FPH 
[3199] SELL,kul4JJSoHc,CNR,227.17 
[3200] SET_SELL_TRIGGER,jzi5Fg2GGS,DVN,212.59 
[3201] CANCEL_SELL,jzi5Fg2GGS 
[3202] QUOTE,LwNQpkd8mr,HCC 
[3203] DISPLAY_SUMMARY,BqhMWgFe1n 
[3204] COMMIT_SELL,kul4JJSoHc 
[3205] SET_BUY_AMOUNT,sYJRWa0Mih,AMD,647.86 
